brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity
Bajaj,Dominar 400,373,premium,2023,Digital,198,20.2,18.7,170992,31.0,53008,224000,258118,71,10.3,Will definitely switch,Very High
Honda,Hornet 2.0,184,mid,2021,Digital,133,43.5,12.3,109375,28.0,30625,140000,161331,69,4.4,Might reconsider,Medium
Bajaj,CT100,102,budget,2023,Analog,93,62.5,9.2,43750,28.0,12250,56000,66907,57,8.2,Will definitely switch,Very High
Hero,Passion Pro,110,budget,2023,Semi-Digital,100,65.2,9.2,66406,28.0,18594,85000,100572,70,3.4,Might reconsider,Medium
Bajaj,Pulsar 125,124,budget,2021,Semi-Digital,119,52.9,11.5,75781,28.0,21219,97000,114785,66,9.3,Will definitely switch,Very High
Honda,CB300R,293,premium,2023,Digital,144,33.4,19.3,197656,28.0,55344,253000,291292,81,2.3,Might reconsider,Medium
Hero,Super Splendor,125,budget,2020,Semi-Digital,109,54.8,13.6,74219,28.0,20781,95000,111280,67,8.6,Will likely switch brand,High
KTM,RC 390,373,premium,2025,Digital,190,21.6,19.4,256489,31.0,79511,336000,382400,77,5.9,Will likely switch brand,High
Honda,SP 125,124,budget,2025,Digital,118,52.1,13.0,75781,28.0,21219,97000,112486,70,3.6,Might reconsider,Medium
Hero,Splendor Plus,97,budget,2021,Analog,95,65.1,8.9,58594,28.0,16406,75000,88295,62,6.1,Will definitely switch,Very High
TVS,Radeon,109,budget,2024,Analog,97,66.2,9.0,58594,28.0,16406,75000,90211,57,6.8,Will definitely switch,Very High
Royal Enfield,Guerrilla 450,452,premium,2025,Digital,205,21.2,13.8,223664,31.0,69336,293000,341058,83,11.3,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2024,Digital,210,22.0,17.9,181679,31.0,56321,238000,274486,75,12.2,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2020,Digital,135,45.3,11.1,100000,28.0,28000,128000,149405,83,7.1,Will likely switch brand,High
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,193,22.6,13.4,206870,31.0,64130,271000,306943,81,11.0,Will definitely switch,Very High
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,114,60.7,12.0,64062,28.0,17938,82000,97481,65,1.5,Likely to buy,Low
Bajaj,Dominar 400,373,premium,2023,Digital,170,19.4,15.5,186260,31.0,57740,244000,283856,71,15.0,Will definitely switch,Very High
KTM,Duke 125,124,mid,2024,Digital,107,49.3,13.7,134375,28.0,37625,172000,197233,78,5.0,Might reconsider,Medium
Royal Enfield,Thunderbird 350X,346,premium,2021,Semi-Digital,152,31.7,15.8,140625,28.0,39375,180000,209282,75,1.1,Likely to buy,Low
Honda,Unicorn,160,mid,2024,Semi-Digital,128,45.1,11.0,90625,28.0,25375,116000,134362,76,12.4,Will definitely switch,Very High
KTM,Adventure 390,373,premium,2024,Digital,189,24.4,19.0,295420,31.0,91580,387000,447638,81,7.5,Will likely switch brand,High
Yamaha,MT-15 V2,155,mid,2022,Digital,127,43.8,12.1,125000,28.0,35000,160000,182962,72,6.8,Will likely switch brand,High
Hero,HF Deluxe,97,budget,2021,Analog,95,72.9,9.0,56250,28.0,15750,72000,84726,57,8.8,Will definitely switch,Very High
Royal Enfield,Himalayan 450,452,premium,2021,Digital,172,24.3,18.1,207634,31.0,64366,272000,313954,84,11.3,Will definitely switch,Very High
TVS,Jupiter 110,109,budget,2025,Semi-Digital,88,67.6,9.9,59375,28.0,16625,76000,89889,62,13.9,Will definitely switch,Very High
Yamaha,R15M,155,mid,2024,Digital,131,45.5,13.5,159375,28.0,44625,204000,237058,82,5.4,Will likely switch brand,High
Yamaha,R15 V4,155,mid,2023,Digital,138,39.2,11.9,133594,28.0,37406,171000,200415,69,1.8,Likely to buy,Low
Suzuki,Gixxer 250,249,mid,2025,Digital,143,31.7,13.1,133594,28.0,37406,171000,197843,71,7.4,Will likely switch brand,High
Bajaj,Pulsar NS200,199,mid,2024,Digital,128,38.8,11.4,114844,28.0,32156,147000,167889,70,4.8,Might reconsider,Medium
Bajaj,Pulsar 125,124,budget,2024,Semi-Digital,117,53.2,10.5,74219,28.0,20781,95000,111105,61,7.3,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2025,Digital,184,21.6,14.0,192366,31.0,59634,252000,295312,73,3.0,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2024,Analog,95,70.3,9.7,51562,28.0,14438,66000,80476,63,5.2,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2022,Digital,140,41.8,11.0,103906,28.0,29094,133000,154504,69,7.3,Will likely switch brand,High
Royal Enfield,Scram 411,411,premium,2021,Semi-Digital,182,21.5,17.0,165649,31.0,51351,217000,252158,80,14.5,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,134,42.1,11.9,107031,28.0,29969,137000,162076,59,6.3,Will definitely switch,Very High
Honda,CB350RS,348,premium,2020,Digital,158,33.0,13.6,182031,28.0,50969,233000,272654,78,12.9,Will definitely switch,Very High
Royal Enfield,Hunter 350,349,premium,2022,Semi-Digital,152,32.8,18.2,123438,28.0,34562,158000,181398,70,13.4,Will definitely switch,Very High
Suzuki,Access 125,124,budget,2025,Semi-Digital,112,50.1,12.8,75781,28.0,21219,97000,111727,65,4.5,Might reconsider,Medium
Honda,CD 110 Dream,109,budget,2020,Analog,85,70.8,8.2,57812,28.0,16188,74000,87395,63,8.3,Will definitely switch,Very High
Honda,CB500X,471,premium,2021,Digital,178,20.7,16.7,412977,31.0,128023,541000,627827,83,9.8,Will likely switch brand,High
Bajaj,Platina 100,102,budget,2024,Analog,99,76.1,8.9,49219,28.0,13781,63000,76018,63,14.1,Will definitely switch,Very High
Suzuki,Gixxer 250,249,mid,2024,Digital,153,34.9,15.2,136719,28.0,38281,175000,205246,71,10.0,Will likely switch brand,High
Royal Enfield,Thunderbird 350X,346,premium,2020,Semi-Digital,148,31.0,16.7,143750,28.0,40250,184000,209502,68,5.3,Will likely switch brand,High
Honda,CB350 H'ness,348,premium,2023,Digital,155,35.4,18.6,160156,28.0,44844,205000,235446,82,1.1,Likely to buy,Low
Bajaj,Dominar 400,373,premium,2025,Digital,175,21.7,15.7,191603,31.0,59397,251000,289357,72,11.0,Will definitely switch,Very High
Royal Enfield,Continental GT 650,648,premium,2025,Analog,199,23.4,18.2,248092,31.0,76908,325000,369960,73,4.8,Might reconsider,Medium
TVS,Raider 125,124,budget,2025,Digital,119,49.9,12.5,73438,28.0,20562,94000,111078,72,7.3,Will likely switch brand,High
Bajaj,Pulsar 150,149,mid,2025,Semi-Digital,108,50.9,11.8,87500,28.0,24500,112000,129264,66,4.8,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2020,Analog,100,68.7,8.7,52344,28.0,14656,67000,78835,61,7.5,Will definitely switch,Very High
Honda,CB350RS,348,premium,2020,Digital,148,29.6,19.8,159375,28.0,44625,204000,236986,78,12.6,Will definitely switch,Very High
TVS,Star City Plus,109,budget,2021,Semi-Digital,88,64.9,8.9,62500,28.0,17500,80000,94452,69,10.3,Will definitely switch,Very High
TVS,Ronin,225,mid,2021,Digital,148,32.2,15.5,138281,28.0,38719,177000,204422,71,9.9,Will likely switch brand,High
Hero,Xtreme 160R,163,mid,2024,Digital,120,41.3,10.5,111719,28.0,31281,143000,164891,70,12.1,Will definitely switch,Very High
TVS,Star City Plus,109,budget,2021,Semi-Digital,89,73.2,8.3,59375,28.0,16625,76000,89625,66,11.8,Will definitely switch,Very High
Honda,Shine,124,budget,2024,Semi-Digital,116,49.2,13.2,72656,28.0,20344,93000,110852,69,3.2,Might reconsider,Medium
Honda,CB300R,293,premium,2020,Digital,165,34.0,17.8,210156,28.0,58844,269000,309642,79,11.3,Will definitely switch,Very High
Royal Enfield,Himalayan 450,452,premium,2021,Digital,178,21.7,17.0,225191,31.0,69809,295000,335535,85,10.8,Will definitely switch,Very High
Suzuki,Gixxer 250,249,mid,2021,Digital,157,35.2,16.1,140625,28.0,39375,180000,210516,71,2.0,Likely to buy,Low
TVS,Jupiter 110,109,budget,2022,Semi-Digital,90,68.0,9.6,63281,28.0,17719,81000,96710,61,9.7,Will definitely switch,Very High
TVS,Sport,99,budget,2022,Analog,100,64.8,8.6,51562,28.0,14438,66000,78291,62,3.2,Might reconsider,Medium
Royal Enfield,Classic 350,349,premium,2021,Semi-Digital,141,29.5,13.7,142969,28.0,40031,183000,209735,69,2.5,Might reconsider,Medium
Royal Enfield,Interceptor 650,648,premium,2020,Analog,174,19.6,19.5,254198,31.0,78802,333000,384353,72,11.0,Will definitely switch,Very High
Bajaj,Pulsar NS200,199,mid,2023,Digital,121,45.0,13.3,120312,28.0,33688,154000,183139,78,8.8,Will likely switch brand,High
Hero,Xpulse 200,199,mid,2020,Digital,122,45.4,10.4,119531,28.0,33469,153000,173869,77,14.4,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2023,Digital,171,22.4,18.2,183969,31.0,57031,241000,274891,78,11.5,Will definitely switch,Very High
Royal Enfield,Himalayan 450,452,premium,2022,Digital,171,20.2,17.6,223664,31.0,69336,293000,338393,85,6.6,Will likely switch brand,High
Suzuki,Gixxer SF,155,mid,2025,Semi-Digital,130,42.5,11.7,122656,28.0,34344,157000,181448,63,6.8,Will definitely switch,Very High
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,148,35.3,19.7,154688,28.0,43312,198000,229340,77,14.5,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2021,Analog,94,63.9,8.4,60156,28.0,16844,77000,93535,56,5.2,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,156,35.2,14.1,151562,28.0,42438,194000,227524,80,9.0,Will likely switch brand,High
Hero,Super Splendor,125,budget,2023,Semi-Digital,113,51.7,12.3,69531,28.0,19469,89000,104201,62,2.3,Might reconsider,Medium
Bajaj,Pulsar N250,249,mid,2020,Digital,162,31.9,17.2,133594,28.0,37406,171000,200179,74,12.5,Will definitely switch,Very High
TVS,Apache RR 310,312,premium,2023,Digital,150,35.2,15.9,202344,28.0,56656,259000,300070,80,13.3,Will definitely switch,Very High
Honda,CB200X,184,mid,2022,Digital,140,46.3,12.1,124219,28.0,34781,159000,184475,85,6.4,Will likely switch brand,High
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,161,29.3,17.0,164844,28.0,46156,211000,240497,72,14.6,Will definitely switch,Very High
Honda,Shine,124,budget,2024,Semi-Digital,120,52.8,11.6,67188,28.0,18812,86000,99676,68,11.4,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2024,Analog,91,69.7,8.4,60156,28.0,16844,77000,90435,64,6.5,Will definitely switch,Very High
Suzuki,Gixxer,155,mid,2023,Semi-Digital,138,43.9,11.7,101562,28.0,28438,130000,150016,59,2.6,Might reconsider,Medium
Royal Enfield,Thunderbird 350X,346,premium,2023,Semi-Digital,151,29.5,17.4,137500,28.0,38500,176000,203340,75,12.5,Will definitely switch,Very High
KTM,Adventure 390,373,premium,2020,Digital,206,20.2,14.7,254962,31.0,79038,334000,386536,72,2.6,Might reconsider,Medium
Honda,CB350RS,348,premium,2022,Digital,149,34.3,14.5,182031,28.0,50969,233000,271179,79,7.6,Will likely switch brand,High
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,124,41.8,13.6,107812,28.0,30188,138000,162514,68,1.3,Likely to buy,Low
Suzuki,Gixxer,155,mid,2020,Semi-Digital,121,43.2,10.3,97656,28.0,27344,125000,145164,65,10.2,Will definitely switch,Very High
TVS,Raider 125,124,budget,2024,Digital,117,48.7,13.9,75781,28.0,21219,97000,114352,66,14.7,Will definitely switch,Very High
Honda,SP 125,124,budget,2020,Digital,119,50.9,10.2,81250,28.0,22750,104000,121058,74,14.0,Will definitely switch,Very High
Suzuki,Gixxer,155,mid,2021,Semi-Digital,131,40.5,14.0,102344,28.0,28656,131000,152003,63,9.8,Will definitely switch,Very High
Yamaha,R3,321,premium,2021,Digital,140,35.0,14.1,339062,28.0,94938,434000,488638,84,14.3,Will definitely switch,Very High
KTM,Duke 125,124,mid,2021,Digital,112,56.5,11.7,139844,28.0,39156,179000,205464,76,4.4,Might reconsider,Medium
TVS,Ronin,225,mid,2021,Digital,158,33.2,19.0,137500,28.0,38500,176000,202433,72,10.6,Will definitely switch,Very High
TVS,Ronin,225,mid,2024,Digital,164,35.8,19.4,132812,28.0,37188,170000,201664,72,10.2,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,144,30.6,19.7,152344,28.0,42656,195000,226167,66,11.7,Will definitely switch,Very High
TVS,Apache RR 310,312,premium,2020,Digital,146,29.3,18.3,216406,28.0,60594,277000,325891,70,2.8,Might reconsider,Medium
TVS,Raider 125,124,budget,2023,Digital,116,57.5,10.5,75781,28.0,21219,97000,114148,64,10.6,Will definitely switch,Very High
Yamaha,FZS 25,249,mid,2023,Digital,145,31.8,18.4,133594,28.0,37406,171000,199294,68,4.2,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2023,Analog,91,78.2,9.7,58594,28.0,16406,75000,91183,57,3.5,Might reconsider,Medium
Yamaha,R15 V4,155,mid,2023,Digital,121,41.0,12.9,144531,28.0,40469,185000,218799,76,11.3,Will definitely switch,Very High
KTM,Duke 125,124,mid,2023,Digital,106,56.9,13.3,139062,28.0,38938,178000,209131,78,2.5,Might reconsider,Medium
Hero,Xtreme 125R,125,budget,2023,Digital,106,55.8,13.5,86719,28.0,24281,111000,127655,68,5.1,Will likely switch brand,High
TVS,Apache RTR 160 4V,159,mid,2023,Digital,124,43.9,10.4,104688,28.0,29312,134000,154871,73,12.6,Will definitely switch,Very High
Yamaha,R3,321,premium,2020,Digital,152,32.4,14.3,329688,28.0,92312,422000,494331,76,5.5,Will likely switch brand,High
Bajaj,Pulsar N160,160,mid,2025,Digital,125,46.1,11.8,107812,28.0,30188,138000,159228,74,2.3,Might reconsider,Medium
Royal Enfield,Scram 411,411,premium,2020,Semi-Digital,170,22.6,18.4,153435,31.0,47565,201000,235814,76,8.7,Will likely switch brand,High
Royal Enfield,Bullet 350,346,premium,2022,Analog,162,29.5,18.1,138281,28.0,38719,177000,204263,59,6.9,Will definitely switch,Very High
Yamaha,Saluto RX,113,budget,2023,Analog,113,48.4,12.2,56250,28.0,15750,72000,84564,50,7.4,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2024,Analog,98,69.6,8.0,58594,28.0,16406,75000,89757,63,2.1,Might reconsider,Medium
Suzuki,Gixxer SF 250,249,mid,2020,Digital,144,28.5,14.0,146875,28.0,41125,188000,219341,63,10.1,Will definitely switch,Very High
Hero,Super Splendor,125,budget,2022,Semi-Digital,118,49.0,12.4,71875,28.0,20125,92000,108112,60,3.3,Might reconsider,Medium
Suzuki,V-Strom SX,249,premium,2023,Digital,149,28.9,18.7,163281,28.0,45719,209000,240363,73,6.2,Will likely switch brand,High
KTM,RC 200,199,mid,2024,Digital,128,44.0,10.8,177344,28.0,49656,227000,257196,73,8.4,Will likely switch brand,High
Bajaj,Pulsar NS200,199,mid,2024,Digital,122,42.3,13.7,119531,28.0,33469,153000,177308,74,11.1,Will definitely switch,Very High
TVS,Apache RTR 160 4V,159,mid,2023,Digital,131,47.0,12.1,103906,28.0,29094,133000,157186,74,9.6,Will likely switch brand,High
Yamaha,R15M,155,mid,2023,Digital,126,39.9,12.5,156250,28.0,43750,200000,230779,67,2.7,Might reconsider,Medium
Honda,CB200X,184,mid,2025,Digital,130,41.1,10.8,121875,28.0,34125,156000,180072,74,8.8,Will likely switch brand,High
Bajaj,Pulsar N160,160,mid,2022,Digital,130,42.1,11.4,104688,28.0,29312,134000,153514,67,2.6,Might reconsider,Medium
Hero,Glamour,125,budget,2023,Semi-Digital,120,54.7,10.6,78125,28.0,21875,100000,118198,58,10.0,Will definitely switch,Very High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,106,60.6,12.7,107812,28.0,30188,138000,160764,75,5.2,Will likely switch brand,High
Suzuki,V-Strom SX,249,premium,2022,Digital,144,28.7,19.9,172656,28.0,48344,221000,253629,72,12.8,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,129,38.1,11.7,119531,28.0,33469,153000,178953,63,10.9,Will definitely switch,Very High
Yamaha,R15M,155,mid,2020,Digital,129,39.1,13.1,165625,28.0,46375,212000,245227,69,2.6,Might reconsider,Medium
Honda,Shine,124,budget,2024,Semi-Digital,115,50.4,11.2,69531,28.0,19469,89000,103786,66,11.3,Will definitely switch,Very High
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,144,33.4,15.7,143750,28.0,40250,184000,217796,69,11.1,Will definitely switch,Very High
Suzuki,Access 125,124,budget,2020,Semi-Digital,115,59.9,12.1,65625,28.0,18375,84000,98793,62,13.4,Will definitely switch,Very High
TVS,Ronin,225,mid,2022,Digital,146,30.6,18.4,118750,28.0,33250,152000,178133,68,4.9,Might reconsider,Medium
Honda,CB200X,184,mid,2024,Digital,123,42.6,11.3,113281,28.0,31719,145000,166746,72,8.6,Will likely switch brand,High
Honda,CB350RS,348,premium,2020,Digital,159,28.7,13.9,184375,28.0,51625,236000,274960,77,8.6,Will likely switch brand,High
Yamaha,FZS 25,249,mid,2025,Digital,145,31.4,18.9,137500,28.0,38500,176000,199417,74,13.5,Will definitely switch,Very High
Yamaha,Saluto RX,113,budget,2020,Analog,107,58.4,13.3,59375,28.0,16625,76000,91472,57,8.9,Will definitely switch,Very High
Yamaha,FZ-X,149,mid,2024,Digital,112,54.6,11.0,98438,28.0,27562,126000,146954,71,13.1,Will definitely switch,Very High
Royal Enfield,Scram 411,411,premium,2022,Semi-Digital,161,21.8,16.4,161069,31.0,49931,211000,246252,71,7.7,Will likely switch brand,High
Bajaj,Platina 100,102,budget,2020,Analog,88,63.3,9.6,51562,28.0,14438,66000,79019,60,8.8,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,135,42.5,13.3,112500,28.0,31500,144000,166927,64,1.9,Likely to buy,Low
KTM,RC 390,373,premium,2025,Digital,171,23.0,19.5,267176,31.0,82824,350000,404336,81,10.4,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2020,Digital,125,45.2,12.4,132031,28.0,36969,169000,195118,77,14.4,Will definitely switch,Very High
Royal Enfield,Continental GT 650,648,premium,2021,Analog,197,23.7,17.6,252672,31.0,78328,331000,379248,73,12.3,Will definitely switch,Very High
Yamaha,Saluto RX,113,budget,2025,Analog,115,51.1,11.2,58594,28.0,16406,75000,88088,54,9.0,Will definitely switch,Very High
KTM,RC 390,373,premium,2022,Digital,192,19.4,13.4,264885,31.0,82115,347000,409130,77,12.9,Will definitely switch,Very High
Suzuki,Gixxer SF 250,249,mid,2025,Digital,149,29.0,17.1,164062,28.0,45938,210000,238930,63,4.3,Might reconsider,Medium
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,155,33.2,18.9,169531,28.0,47469,217000,249148,68,3.6,Might reconsider,Medium
Royal Enfield,Scram 411,411,premium,2021,Semi-Digital,160,20.0,18.0,173282,31.0,53718,227000,262643,71,10.1,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2025,Digital,133,43.4,12.4,144531,28.0,40469,185000,215629,74,13.5,Will definitely switch,Very High
KTM,RC 200,199,mid,2020,Digital,127,40.8,12.3,171094,28.0,47906,219000,252771,70,6.9,Will likely switch brand,High
TVS,Sport,99,budget,2022,Analog,86,67.8,8.2,54688,28.0,15312,70000,84111,63,7.8,Will definitely switch,Very High
Yamaha,MT-15 V2,155,mid,2024,Digital,128,46.9,13.6,142969,28.0,40031,183000,210545,80,8.2,Will likely switch brand,High
Honda,Shine,124,budget,2022,Semi-Digital,114,49.4,12.1,67188,28.0,18812,86000,103510,68,1.7,Likely to buy,Low
Hero,HF Deluxe,97,budget,2025,Analog,94,68.7,9.8,54688,28.0,15312,70000,83149,60,3.3,Might reconsider,Medium
TVS,Apache RR 310,312,premium,2022,Digital,158,32.6,18.7,226562,28.0,63438,290000,332733,69,10.2,Will definitely switch,Very High
Hero,Glamour,125,budget,2020,Semi-Digital,113,51.7,13.0,71875,28.0,20125,92000,106492,62,13.0,Will definitely switch,Very High
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,113,59.1,13.4,66406,28.0,18594,85000,101497,60,7.8,Will definitely switch,Very High
Royal Enfield,Hunter 350,349,premium,2021,Semi-Digital,164,34.6,17.6,139062,28.0,38938,178000,209219,72,11.8,Will definitely switch,Very High
Bajaj,Platina 100,102,budget,2023,Analog,88,66.0,9.0,50781,28.0,14219,65000,79138,55,3.3,Might reconsider,Medium
Yamaha,FZS 25,249,mid,2024,Digital,152,33.4,19.1,133594,28.0,37406,171000,200333,72,4.7,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2025,Analog,86,77.8,8.7,53125,28.0,14875,68000,81461,57,13.8,Will definitely switch,Very High
KTM,RC 390,373,premium,2023,Digital,166,20.8,16.2,260305,31.0,80695,341000,392370,75,10.2,Will definitely switch,Very High
TVS,Sport,99,budget,2025,Analog,90,73.0,8.0,55469,28.0,15531,71000,84141,59,8.7,Will definitely switch,Very High
Hero,Xpulse 200 4V,199,mid,2020,Digital,129,40.5,12.5,111719,28.0,31281,143000,163412,72,3.7,Might reconsider,Medium
Hero,Xpulse 200,199,mid,2021,Digital,123,43.4,11.5,121094,28.0,33906,155000,183166,69,13.0,Will definitely switch,Very High
Bajaj,Pulsar 125,124,budget,2022,Semi-Digital,107,57.1,13.1,78906,28.0,22094,101000,119344,67,7.3,Will likely switch brand,High
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,150,31.1,14.2,146094,28.0,40906,187000,216702,66,4.6,Might reconsider,Medium
Hero,Xpulse 200 4V,199,mid,2023,Digital,123,43.5,10.9,121094,28.0,33906,155000,182429,70,8.6,Will likely switch brand,High
Honda,Unicorn,160,mid,2023,Semi-Digital,128,37.7,10.6,96094,28.0,26906,123000,142602,69,1.3,Likely to buy,Low
Hero,Splendor Plus,97,budget,2025,Analog,97,67.1,9.9,61719,28.0,17281,79000,95078,65,1.1,Likely to buy,Low
Yamaha,R15 V4,155,mid,2023,Digital,120,42.4,10.5,139844,28.0,39156,179000,206474,73,14.4,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,140,37.5,10.3,121094,28.0,33906,155000,180029,59,6.1,Will definitely switch,Very High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,117,48.9,11.6,105469,28.0,29531,135000,156235,72,3.7,Might reconsider,Medium
Honda,Unicorn,160,mid,2020,Semi-Digital,126,41.4,12.9,91406,28.0,25594,117000,136341,64,1.5,Likely to buy,Low
TVS,Sport,99,budget,2020,Analog,99,70.0,8.7,53125,28.0,14875,68000,79646,54,1.5,Likely to buy,Low
Hero,Xtreme 125R,125,budget,2020,Digital,109,54.5,10.1,80469,28.0,22531,103000,120691,74,4.3,Might reconsider,Medium
Honda,CB350RS,348,premium,2021,Digital,162,28.5,17.4,171875,28.0,48125,220000,252891,82,2.8,Might reconsider,Medium
TVS,Ronin,225,mid,2024,Digital,143,28.7,14.5,135156,28.0,37844,173000,199238,65,8.0,Will definitely switch,Very High
Bajaj,Pulsar N160,160,mid,2021,Digital,123,41.0,11.3,100000,28.0,28000,128000,153527,77,9.1,Will likely switch brand,High
Bajaj,Pulsar N250,249,mid,2022,Digital,164,30.3,16.9,134375,28.0,37625,172000,198649,71,3.4,Might reconsider,Medium
KTM,Adventure 390,373,premium,2023,Digital,209,22.6,13.6,263359,31.0,81641,345000,396491,73,1.2,Likely to buy,Low
Hero,Splendor Plus,97,budget,2025,Analog,100,68.6,8.5,54688,28.0,15312,70000,82024,58,3.9,Might reconsider,Medium
Yamaha,Saluto RX,113,budget,2025,Analog,120,56.3,13.3,57812,28.0,16188,74000,87974,59,14.3,Will definitely switch,Very High
TVS,Apache RR 310,312,premium,2024,Digital,143,35.7,16.6,213281,28.0,59719,273000,306847,84,6.1,Will likely switch brand,High
Yamaha,FZ-X,149,mid,2023,Digital,109,49.9,12.0,110156,28.0,30844,141000,163801,79,12.8,Will definitely switch,Very High
Bajaj,CT100,102,budget,2023,Analog,93,65.1,8.1,48438,28.0,13562,62000,72894,60,9.6,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2024,Digital,122,42.2,12.3,112500,28.0,31500,144000,167101,71,11.1,Will definitely switch,Very High
KTM,Duke 390,373,premium,2021,Digital,166,21.1,15.6,225191,31.0,69809,295000,339809,74,11.3,Will definitely switch,Very High
Bajaj,Pulsar RS200,199,mid,2022,Digital,139,38.4,10.5,127344,28.0,35656,163000,188707,74,3.5,Might reconsider,Medium
Bajaj,Pulsar 150,149,mid,2023,Semi-Digital,106,48.8,11.8,91406,28.0,25594,117000,137430,66,2.9,Might reconsider,Medium
Bajaj,Platina 100,102,budget,2021,Analog,90,74.9,8.2,55469,28.0,15531,71000,82496,64,14.6,Will definitely switch,Very High
Suzuki,Access 125,124,budget,2023,Semi-Digital,118,52.1,12.3,70312,28.0,19688,90000,108444,58,4.5,Might reconsider,Medium
Honda,CB500X,471,premium,2024,Digital,190,19.6,15.8,471756,31.0,146244,618000,715529,84,1.5,Will still buy,Low
Honda,SP 125,124,budget,2022,Digital,118,57.5,11.0,75781,28.0,21219,97000,111737,69,2.9,Might reconsider,Medium
Honda,Shine,124,budget,2021,Semi-Digital,105,59.7,13.5,64844,28.0,18156,83000,98501,66,7.5,Will definitely switch,Very High
KTM,Duke 200,199,mid,2025,Digital,140,43.3,11.3,148438,28.0,41562,190000,224789,69,6.4,Will likely switch brand,High
Hero,Super Splendor,125,budget,2022,Semi-Digital,111,55.6,12.9,67969,28.0,19031,87000,104913,68,2.1,Might reconsider,Medium
Hero,Xpulse 200,199,mid,2022,Digital,131,38.1,11.5,113281,28.0,31719,145000,169495,75,9.7,Will likely switch brand,High
Suzuki,V-Strom SX,249,premium,2023,Digital,147,35.7,18.2,177344,28.0,49656,227000,263140,82,2.6,Might reconsider,Medium
Bajaj,Pulsar NS200,199,mid,2022,Digital,133,42.0,11.4,121875,28.0,34125,156000,182003,71,1.8,Likely to buy,Low
Yamaha,R15 V4,155,mid,2022,Digital,137,43.8,13.2,140625,28.0,39375,180000,211643,71,7.3,Will likely switch brand,High
Hero,Xpulse 200 4V,199,mid,2022,Digital,129,46.0,10.4,114844,28.0,32156,147000,172224,75,2.5,Might reconsider,Medium
Honda,CB350RS,348,premium,2021,Digital,153,28.3,16.3,171875,28.0,48125,220000,258760,82,8.6,Will likely switch brand,High
KTM,Duke 390,373,premium,2023,Digital,174,19.5,17.1,234351,31.0,72649,307000,352734,79,10.0,Will likely switch brand,High
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,149,31.6,14.2,152344,28.0,42656,195000,227957,75,2.8,Might reconsider,Medium
TVS,Jupiter 110,109,budget,2024,Semi-Digital,94,64.1,9.8,60156,28.0,16844,77000,89252,68,14.4,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2020,Semi-Digital,124,46.1,14.0,109375,28.0,30625,140000,168037,66,4.3,Might reconsider,Medium
Honda,CB300R,293,premium,2023,Digital,150,28.4,16.8,208594,28.0,58406,267000,306310,77,3.1,Might reconsider,Medium
Bajaj,CT100,102,budget,2025,Analog,99,74.5,9.1,46875,28.0,13125,60000,70966,60,3.2,Might reconsider,Medium
Yamaha,R3,321,premium,2024,Digital,164,35.6,18.1,342188,28.0,95812,438000,505878,85,10.3,Will definitely switch,Very High
